When We Dead Awaken;['4782', '861', 'Ibsen, Henrik', 'When We Dead Awaken', 'NA', 'en', 'TRUE']
The Human Drift;['1669', '120', 'London, Jack', 'The Human Drift', 'NA', 'en', 'TRUE']
The Early Short Fiction of Edith Wharton — Part 2;['306', '104', 'Wharton, Edith', 'The Early Short Fiction of Edith Wharton — Part 2', 'NA', 'en', 'TRUE']
Charmides;['1580', '93', 'Plato', 'Charmides', 'NA', 'en', 'TRUE']
One of Ours;['2369', '22', 'Cather, Willa', 'One of Ours', 'NA', 'en', 'TRUE']
The Voyage Out;['144', '89', 'Woolf, Virginia', 'The Voyage Out', 'NA', 'en', 'TRUE']
The Son of the Wolf;['2377', '120', 'London, Jack', 'The Son of the Wolf', 'NA', 'en', 'TRUE']
Shakespeare's Comedy of The Tempest;"['47518', '65', 'Shakespeare, William', ""Shakespeare's Comedy of The Tempest"", 'NA', 'en', 'TRUE']"
My Ántonia;['19810', '22', 'Cather, Willa', 'My Ántonia', 'NA', 'en', 'TRUE']
Burning Daylight;['746', '120', 'London, Jack', 'Burning Daylight', 'NA', 'en', 'TRUE']
Children in Prison and Other Cruelties of Prison Life;['42104', '111', 'Wilde, Oscar', 'Children in Prison and Other Cruelties of Prison Life', 'NA', 'en', 'TRUE']
Theaetetus;['1726', '93', 'Plato', 'Theaetetus', 'Philosophy', 'en', 'TRUE']
The Abbot's Ghost, or Maurice Treherne's Temptation: A Christmas Story;"['8694', '102', 'Alcott, Louisa May', ""The Abbot's Ghost, or Maurice Treherne's Temptation: A Christmas Story"", 'Christmas', 'en', 'TRUE']"
"A Florentine Tragedy; La Sainte Courtisane";"['1308', '111', 'Wilde, Oscar', 'A Florentine Tragedy; La Sainte Courtisane', 'NA', 'en', 'TRUE']"
Marjorie's Three Gifts;"['5352', '102', 'Alcott, Louisa May', ""Marjorie's Three Gifts"", ""Children's Literature"", 'en', 'TRUE']"
Quotations from the Project Gutenberg Editions of the Works of Mark Twain;['3432', '53', 'Twain, Mark', 'Quotations from the Project Gutenberg Editions of the Works of Mark Twain', 'Project Gutenberg', 'en', 'TRUE']
The Song of the Lark;['44', '22', 'Cather, Willa', 'The Song of the Lark', 'Opera', 'en', 'TRUE']
The Tempest;['1540', '65', 'Shakespeare, William', 'The Tempest', 'NA', 'en', 'TRUE']
Alonzo Fitz, and Other Stories;['3184', '53', 'Twain, Mark', 'Alonzo Fitz, and Other Stories', 'NA', 'en', 'TRUE']
An Old-Fashioned Girl;"['2787', '102', 'Alcott, Louisa May', 'An Old-Fashioned Girl', ""Children's Literature"", 'en', 'TRUE']"
Crucial Instances;['7516', '104', 'Wharton, Edith', 'Crucial Instances', 'NA', 'en', 'TRUE']
Henry IV, Part 1;['2251', '65', 'Shakespeare, William', 'Henry IV, Part 1', 'NA', 'en', 'TRUE']
The Odyssey;"['3160', '705', 'Homer', 'The Odyssey', ""Harvard Classics/Banned Books from Anne Haight's list/Classical Antiquity"", 'en', 'TRUE']"
Philebus;['1744', '93', 'Plato', 'Philebus', 'NA', 'en', 'TRUE']
The Mystery of Edwin Drood;['564', '37', 'Dickens, Charles', 'The Mystery of Edwin Drood', 'Mystery Fiction', 'en', 'TRUE']
The Awakening, and Selected Short Stories;"['160', '100', 'Chopin, Kate', 'The Awakening, and Selected Short Stories', ""Banned Books from Anne Haight's list"", 'en', 'TRUE']"
"Uncle's Dream; and The Permanent Husband";"['38241', '314', 'Dostoyevsky, Fyodor', ""Uncle's Dream; and The Permanent Husband"", 'NA', 'en', 'TRUE']"
Titus Andronicus;['2260', '65', 'Shakespeare, William', 'Titus Andronicus', 'NA', 'en', 'TRUE']
Fenimore Cooper's Literary Offences;"['3172', '53', 'Twain, Mark', ""Fenimore Cooper's Literary Offences"", 'NA', 'en', 'TRUE']"
The Fortunes and Misfortunes of the Famous Moll Flanders;['370', '204', 'Defoe, Daniel', 'The Fortunes and Misfortunes of the Famous Moll Flanders', 'NA', 'en', 'TRUE']
Three Sunsets and Other Poems;['35497', '7', 'Carroll, Lewis', 'Three Sunsets and Other Poems', 'NA', 'en', 'TRUE']
Madame de Treymes;['4518', '104', 'Wharton, Edith', 'Madame de Treymes', 'NA', 'en', 'TRUE']
Alexander's Bridge;"['94', '22', 'Cather, Willa', ""Alexander's Bridge"", 'NA', 'en', 'TRUE']"
The Marne: A Tale of the War;['41855', '104', 'Wharton, Edith', 'The Marne: A Tale of the War', 'NA', 'en', 'TRUE']
Youth and the Bright Medusa;['13555', '22', 'Cather, Willa', 'Youth and the Bright Medusa', 'NA', 'en', 'TRUE']
A Midsummer Night's Dream;"['1514', '65', 'Shakespeare, William', ""A Midsummer Night's Dream"", 'NA', 'en', 'TRUE']"
The Two Gentlemen of Verona;['1509', '65', 'Shakespeare, William', 'The Two Gentlemen of Verona', 'NA', 'en', 'TRUE']
The Life of Timon of Athens;['1536', '65', 'Shakespeare, William', 'The Life of Timon of Athens', 'NA', 'en', 'TRUE']
Martin Eden;['1056', '120', 'London, Jack', 'Martin Eden', 'NA', 'en', 'TRUE']
Life on the Mississippi, Part 12.;['8482', '53', 'Twain, Mark', 'Life on the Mississippi, Part 12.', 'NA', 'en', 'TRUE']
The Perils of Certain English Prisoners;['1406', '37', 'Dickens, Charles', 'The Perils of Certain English Prisoners', 'NA', 'en', 'TRUE']
The Old Curiosity Shop;['700', '37', 'Dickens, Charles', 'The Old Curiosity Shop', 'NA', 'en', 'TRUE']
The Uncommercial Traveller;['914', '37', 'Dickens, Charles', 'The Uncommercial Traveller', 'NA', 'en', 'TRUE']
Brother Jacob;['2171', '90', 'Eliot, George', 'Brother Jacob', 'NA', 'en', 'TRUE']
Hard Times;['786', '37', 'Dickens, Charles', 'Hard Times', 'NA', 'en', 'TRUE']
The Lady from the Sea;['2765', '861', 'Ibsen, Henrik', 'The Lady from the Sea', 'NA', 'en', 'TRUE']
Sidelights on Relativity;['7333', '1630', 'Einstein, Albert', 'Sidelights on Relativity', 'NA', 'en', 'TRUE']
Three Unpublished Poems;['28218', '102', 'Alcott, Louisa May', 'Three Unpublished Poems', 'NA', 'en', 'TRUE']
Meno;['1643', '93', 'Plato', 'Meno', 'NA', 'en', 'TRUE']
George Silverman's Explanation;"['810', '37', 'Dickens, Charles', ""George Silverman's Explanation"", 'NA', 'en', 'TRUE']"
The Lamplighter;['927', '37', 'Dickens, Charles', 'The Lamplighter', 'NA', 'en', 'TRUE']
Charles Dickens' Children Stories;"['37121', '37', 'Dickens, Charles', ""Charles Dickens' Children Stories"", 'NA', 'en', 'TRUE']"
What Is Man? and Other Essays;['70', '53', 'Twain, Mark', 'What Is Man? and Other Essays', 'NA', 'en', 'TRUE']
Salomé: A Tragedy in One Act;['42704', '111', 'Wilde, Oscar', 'Salomé: A Tragedy in One Act', 'NA', 'en', 'TRUE']
The Candy Country;['25165', '102', 'Alcott, Louisa May', 'The Candy Country', 'NA', 'en', 'TRUE']
A Garland for Girls;"['5830', '102', 'Alcott, Louisa May', 'A Garland for Girls', ""Children's Literature"", 'en', 'TRUE']"
The Feast at Solhoug;['18428', '861', 'Ibsen, Henrik', 'The Feast at Solhoug', 'NA', 'en', 'TRUE']
Essays and Lectures;['774', '111', 'Wilde, Oscar', 'Essays and Lectures', 'NA', 'en', 'TRUE']
A Tangled Tale;['29042', '7', 'Carroll, Lewis', 'A Tangled Tale', 'Mathematics', 'en', 'TRUE']
The Turtles of Tasman;['16257', '120', 'London, Jack', 'The Turtles of Tasman', 'NA', 'en', 'TRUE']
Critias;['1571', '93', 'Plato', 'Critias', 'NA', 'en', 'TRUE']
Louisa May Alcott : Her Life, Letters, and Journals;['38049', '102', 'Alcott, Louisa May', 'Louisa May Alcott : Her Life, Letters, and Journals', 'NA', 'en', 'TRUE']
King John;['1511', '65', 'Shakespeare, William', 'King John', 'NA', 'en', 'TRUE']
Hamlet;['2265', '65', 'Shakespeare, William', 'Hamlet', 'Best Books Ever Listings', 'en', 'TRUE']
Quotes and Images From The Works of Mark Twain;['7556', '53', 'Twain, Mark', 'Quotes and Images From The Works of Mark Twain', 'NA', 'en', 'TRUE']
Laws;['1750', '93', 'Plato', 'Laws', 'NA', 'en', 'TRUE']
Cratylus;['1616', '93', 'Plato', 'Cratylus', 'NA', 'en', 'TRUE']
"Vera; Or, The Nihilists";"['26494', '111', 'Wilde, Oscar', 'Vera; Or, The Nihilists', 'NA', 'en', 'TRUE']"
The Soul of Man under Socialism;['1017', '111', 'Wilde, Oscar', 'The Soul of Man under Socialism', 'NA', 'en', 'TRUE']
A Vindication of the Press;['14084', '204', 'Defoe, Daniel', 'A Vindication of the Press', 'NA', 'en', 'TRUE']
"The Consolidator; or, Memoirs of Sundry Transactions from the World in the Moon";"['7089', '204', 'Defoe, Daniel', 'The Consolidator; or, Memoirs of Sundry Transactions from the World in the Moon', 'NA', 'en', 'TRUE']"
Romeo and Juliet;['1513', '65', 'Shakespeare, William', 'Romeo and Juliet', 'NA', 'en', 'TRUE']
In Defence of Harriet Shelley;['3171', '53', 'Twain, Mark', 'In Defence of Harriet Shelley', 'NA', 'en', 'TRUE']
Those Extraordinary Twins;['3185', '53', 'Twain, Mark', 'Those Extraordinary Twins', 'NA', 'en', 'TRUE']
Sophist;['1735', '93', 'Plato', 'Sophist', 'NA', 'en', 'TRUE']
The Life of Henry the Eighth;['1541', '65', 'Shakespeare, William', 'The Life of Henry the Eighth', 'NA', 'en', 'TRUE']
Impressions of Theophrastus Such;['10762', '90', 'Eliot, George', 'Impressions of Theophrastus Such', 'NA', 'en', 'TRUE']
White Fang;['910', '120', 'London, Jack', 'White Fang', 'Movie Books/Adventure', 'en', 'TRUE']
Jack and Jill;"['2786', '102', 'Alcott, Louisa May', 'Jack and Jill', ""Children's Literature"", 'en', 'TRUE']"
Pericles, Prince of Tyre;['1537', '65', 'Shakespeare, William', 'Pericles, Prince of Tyre', 'NA', 'en', 'TRUE']
The Rape of Lucrece;['1505', '65', 'Shakespeare, William', 'The Rape of Lucrece', 'NA', 'en', 'TRUE']
Hunted Down: The Detective Stories of Charles Dickens;['807', '37', 'Dickens, Charles', 'Hunted Down: The Detective Stories of Charles Dickens', 'Detective Fiction', 'en', 'TRUE']
South Sea Tales;['1208', '120', 'London, Jack', 'South Sea Tales', 'NA', 'en', 'TRUE']
The Iron Heel;['1164', '120', 'London, Jack', 'The Iron Heel', 'NA', 'en', 'TRUE']
Henry James;['37300', '6499', 'West, Rebecca', 'Henry James', 'NA', 'en', 'TRUE']
Dickens' Stories About Children Every Child Can Read;"['32241', '37', 'Dickens, Charles', ""Dickens' Stories About Children Every Child Can Read"", 'NA', 'en', 'TRUE']"
The Last Man;['18247', '61', 'Shelley, Mary Wollstonecraft', 'The Last Man', 'Science Fiction by Women/Precursors of Science Fiction', 'en', 'TRUE']
Love's Comedy;"['18657', '861', 'Ibsen, Henrik', ""Love's Comedy"", 'NA', 'en', 'TRUE']"
The Prince and the Pauper, Part 9.;['7162', '53', 'Twain, Mark', 'The Prince and the Pauper, Part 9.', 'Historical Fiction', 'en', 'TRUE']
Artemis to Actaeon, and Other Verses;['4549', '104', 'Wharton, Edith', 'Artemis to Actaeon, and Other Verses', 'NA', 'en', 'TRUE']
Coriolanus;['2259', '65', 'Shakespeare, William', 'Coriolanus', 'NA', 'en', 'TRUE']
The Man That Corrupted Hadleyburg, and Other Stories;['3251', '53', 'Twain, Mark', 'The Man That Corrupted Hadleyburg, and Other Stories', 'NA', 'en', 'TRUE']
Parmenides;['1687', '93', 'Plato', 'Parmenides', 'NA', 'en', 'TRUE']
Eight or Nine Wise Words about Letter-Writing;['38065', '7', 'Carroll, Lewis', 'Eight or Nine Wise Words about Letter-Writing', 'NA', 'en', 'TRUE']
The Ballad of Reading Gaol;['301', '111', 'Wilde, Oscar', 'The Ballad of Reading Gaol', 'NA', 'en', 'TRUE']
The Strength of the Strong;['1075', '120', 'London, Jack', 'The Strength of the Strong', 'NA', 'en', 'TRUE']
The Mysterious Stranger: A Romance;['50109', '53', 'Twain, Mark', 'The Mysterious Stranger: A Romance', 'NA', 'en', 'TRUE']
The Valley of Decision;['4327', '104', 'Wharton, Edith', 'The Valley of Decision', 'NA', 'en', 'TRUE']
A Daughter of the Snows;['14654', '120', 'London, Jack', 'A Daughter of the Snows', 'NA', 'en', 'TRUE']
Pauline's Passion and Punishment;"['8384', '102', 'Alcott, Louisa May', ""Pauline's Passion and Punishment"", 'NA', 'en', 'TRUE']"
Silver Pitchers: and Independence, a Centennial Love Story;['34920', '102', 'Alcott, Louisa May', 'Silver Pitchers: and Independence, a Centennial Love Story', 'NA', 'en', 'TRUE']
Oliver Twist, Vol. 3 (of 3);['47531', '37', 'Dickens, Charles', 'Oliver Twist, Vol. 3 (of 3)', 'NA', 'en', 'TRUE']
The Game of Logic;['4763', '7', 'Carroll, Lewis', 'The Game of Logic', 'Philosophy', 'en', 'TRUE']
The Mill on the Floss;['6688', '90', 'Eliot, George', 'The Mill on the Floss', 'Harvard Classics', 'en', 'TRUE']
The Night-Born;['1029', '120', 'London, Jack', 'The Night-Born', 'NA', 'en', 'TRUE']
Extract from Captain Stormfield's Visit to Heaven;"['1044', '53', 'Twain, Mark', ""Extract from Captain Stormfield's Visit to Heaven"", 'NA', 'en', 'TRUE']"
A Portrait of the Artist as a Young Man;['4217', '1039', 'Joyce, James', 'A Portrait of the Artist as a Young Man', 'NA', 'en', 'TRUE']
Anthem;['1249', '572', 'Rand, Ayn', 'Anthem', 'NA', 'en', 'TRUE']
Apology, Crito, and Phaedo of Socrates;['13726', '93', 'Plato', 'Apology, Crito, and Phaedo of Socrates', 'Harvard Classics', 'en', 'TRUE']
The Passionate Pilgrim;['1544', '65', 'Shakespeare, William', 'The Passionate Pilgrim', 'NA', 'en', 'TRUE']
Spinning-Wheel Stories;['36221', '102', 'Alcott, Louisa May', 'Spinning-Wheel Stories', 'NA', 'en', 'TRUE']
The Little Lady of the Big House;['6455', '120', 'London, Jack', 'The Little Lady of the Big House', 'NA', 'en', 'TRUE']
Lysis;['1579', '93', 'Plato', 'Lysis', 'NA', 'en', 'TRUE']
Sketches of Young Gentlemen;['918', '37', 'Dickens, Charles', 'Sketches of Young Gentlemen', 'NA', 'en', 'TRUE']
The $30,000 Bequest, and Other Stories;['142', '53', 'Twain, Mark', 'The $30,000 Bequest, and Other Stories', 'NA', 'en', 'TRUE']
The Mysterious Affair at Styles;['863', '451', 'Christie, Agatha', 'The Mysterious Affair at Styles', 'Detective Fiction', 'en', 'TRUE']
On the Decay of the Art of Lying;['2572', '53', 'Twain, Mark', 'On the Decay of the Art of Lying', 'NA', 'en', 'TRUE']
Second Thoughts are Best: Or a Further Improvement of a Late Scheme to Prevent Street Robberies;['32404', '204', 'Defoe, Daniel', 'Second Thoughts are Best: Or a Further Improvement of a Late Scheme to Prevent Street Robberies', 'NA', 'en', 'TRUE']
Songs From Alice in Wonderland and Through the Looking-Glass;['36308', '7', 'Carroll, Lewis', 'Songs From Alice in Wonderland and Through the Looking-Glass', 'NA', 'en', 'TRUE']
The Cricket on the Hearth;"['20795', '37', 'Dickens, Charles', 'The Cricket on the Hearth', ""Children's Literature"", 'en', 'TRUE']"
Relativity : the Special and General Theory;['5001', '1630', 'Einstein, Albert', 'Relativity : the Special and General Theory', 'Physics', 'en', 'TRUE']
Ethan Frome;['4517', '104', 'Wharton, Edith', 'Ethan Frome', 'NA', 'en', 'TRUE']
The Curious Republic of Gondour, and Other Whimsical Sketches;['3192', '53', 'Twain, Mark', 'The Curious Republic of Gondour, and Other Whimsical Sketches', 'NA', 'en', 'TRUE']
Of Captain Mission;['7779', '204', 'Defoe, Daniel', 'Of Captain Mission', 'NA', 'en', 'TRUE']
Julius Caesar;['1522', '65', 'Shakespeare, William', 'Julius Caesar', 'NA', 'en', 'TRUE']
Love's Labour's Lost;"['1510', '65', 'Shakespeare, William', ""Love's Labour's Lost"", 'NA', 'en', 'TRUE']"
The Road;['14658', '120', 'London, Jack', 'The Road', 'NA', 'en', 'TRUE']
Pictures from Italy;['650', '37', 'Dickens, Charles', 'Pictures from Italy', 'NA', 'en', 'TRUE']
Timon of Athens;['2262', '65', 'Shakespeare, William', 'Timon of Athens', 'NA', 'en', 'TRUE']
The New Hudson Shakespeare: Julius Casar;['28334', '65', 'Shakespeare, William', 'The New Hudson Shakespeare: Julius Casar', 'NA', 'en', 'TRUE']
Bunner Sisters;['311', '104', 'Wharton, Edith', 'Bunner Sisters', 'NA', 'en', 'TRUE']
Great Expectations;['1400', '37', 'Dickens, Charles', 'Great Expectations', 'Best Books Ever Listings', 'en', 'TRUE']
TRUE;['Audio performance', 'NA', 'en', 'TRUE']
Extracts from Adam's Diary, translated from the original ms.;"['1892', '53', 'Twain, Mark', ""Extracts from Adam's Diary, translated from the original ms."", 'NA', 'en', 'TRUE']"
Statesman;['1738', '93', 'Plato', 'Statesman', 'NA', 'en', 'TRUE']
Protagoras;['1591', '93', 'Plato', 'Protagoras', 'NA', 'en', 'TRUE']
Over Strand and Field: A Record of Travel through Brittany;['14233', '574', 'Flaubert, Gustave', 'Over Strand and Field: A Record of Travel through Brittany', 'NA', 'en', 'TRUE']
Monday or Tuesday;['29220', '89', 'Woolf, Virginia', 'Monday or Tuesday', 'NA', 'en', 'TRUE']
The People of the Abyss;['1688', '120', 'London, Jack', 'The People of the Abyss', 'NA', 'en', 'TRUE']
The Iliad;['2199', '705', 'Homer', 'The Iliad', 'Classical Antiquity', 'en', 'TRUE']
The Call of the Wild;"['215', '120', 'London, Jack', 'The Call of the Wild', ""Movie Books/Adventure/Banned Books from Anne Haight's list/Best Books Ever Listings/Animals-Domestic"", 'en', 'TRUE']"
The Master Builder;['4070', '861', 'Ibsen, Henrik', 'The Master Builder', 'NA', 'en', 'TRUE']
Our Mutual Friend;['883', '37', 'Dickens, Charles', 'Our Mutual Friend', 'NA', 'en', 'TRUE']
Antony and Cleopatra;['1534', '65', 'Shakespeare, William', 'Antony and Cleopatra', 'NA', 'en', 'TRUE']
Mugby Junction;['1419', '37', 'Dickens, Charles', 'Mugby Junction', 'NA', 'en', 'TRUE']
Selected Poems of Oscar Wilde;['1141', '111', 'Wilde, Oscar', 'Selected Poems of Oscar Wilde', 'NA', 'en', 'TRUE']
Sense and Sensibility;['161', '68', 'Austen, Jane', 'Sense and Sensibility', 'NA', 'en', 'TRUE']
The Faith of Men;['1096', '120', 'London, Jack', 'The Faith of Men', 'NA', 'en', 'TRUE']
